Fecha,Sexo,Edad,Pasos diarios,Calorías quemadas,Horas de sueño,Calidad del sueño,Frecuencia cardíaca promedio,Nivel de estrés,Estado de ánimo
2024-01-02,Masculino,37,6918,2500,4.7,2,74,10,Neutral
2024-01-15,Femenino,64,3291,2487,7.3,4,66,8,Relajado
2024-02-21,Masculino,60,6969,2119,5.3,1,69,5,Neutral
2024-04-29,Femenino,61,9022,2639,5.4,1,79,1,Relajado
2024-03-01,Masculino,41,10321,2104,8.3,3,93,9,Relajado
2024-05-25,Masculino,35,8832,3087,5.9,5,78,5,Feliz
2024-02-06,Masculino,33,3421,2428,4.0,4,80,7,Neutral
2024-01-16,Femenino,52,13369,2984,8.5,1,64,1,Relajado
2024-04-26,Masculino,22,6061,3471,7.8,5,86,8,Neutral
2024-06-20,Femenino,57,12295,2699,7.2,3,65,5,Estresado
2024-04-23,Femenino,61,9683,2451,4.5,4,68,4,Estresado
2024-02-07,Femenino,51,10582,3013,6.4,4,92,3,Neutral
2024-01-13,Femenino,18,8074,3247,8.7,1,75,5,Feliz
2024-01-11,Femenino,55,13453,2655,7.3,2,88,4,Estresado
2024-05-21,Masculino,36,4538,3182,7.0,1,87,1,Neutral
2024-02-29,Femenino,25,4949,2364,6.4,4,69,10,Estresado
2024-05-26,Masculino,63,14924,3218,8.1,2,73,4,Neutral
2024-01-30,Masculino,53,9860,2451,8.4,5,91,2,Neutral
2024-03-26,Femenino,28,11240,2444,6.9,2,61,3,Neutral
2024-04-15,Femenino,46,4823,2231,6.6,4,67,6,Estresado
2024-03-28,Masculino,42,6201,3406,4.4,1,73,9,Neutral
2024-03-01,Femenino,43,4887,3444,8.1,3,96,2,Feliz
2024-04-16,Femenino,43,13552,2765,8.4,1,67,1,Feliz
2024-04-18,Femenino,47,7434,2267,7.8,2,64,4,Estresado
2024-01-15,Femenino,18,7144,3186,5.4,3,74,1,Estresado
2024-05-12,Masculino,51,7998,2190,5.2,3,96,9,Neutral
2024-01-05,Masculino,37,10342,3377,4.9,2,68,10,Feliz
2024-02-18,Femenino,42,12442,2139,7.1,3,68,7,Feliz
2024-02-25,Femenino,20,9806,3136,5.7,4,88,7,Neutral
2024-01-02,Masculino,37,8798,1864,4.6,4,64,3,Neutral
2024-05-13,Masculino,20,3040,2477,6.5,1,63,5,Estresado
2024-03-27,Masculino,36,12569,3007,6.5,1,63,6,Neutral
2024-03-21,Femenino,41,6048,2201,4.8,3,73,2,Estresado
2024-01-31,Femenino,53,5561,3226,4.2,4,93,8,Relajado
2024-03-20,Femenino,30,3282,1932,6.5,3,73,7,Relajado
2024-04-27,Masculino,43,8684,3107,9.0,4,91,5,Relajado
2024-05-07,Masculino,63,7949,2948,5.8,3,61,8,Neutral
2024-02-03,Masculino,35,6046,2786,4.1,5,73,5,Relajado
2024-01-12,Masculino,21,13548,2487,8.7,5,92,10,Feliz
2024-05-20,Femenino,30,8812,2650,8.1,3,90,5,Feliz
2024-01-11,Masculino,42,11504,2616,8.2,3,87,1,Relajado
2024-06-01,Femenino,21,3416,2735,5.8,4,97,10,Estresado
2024-05-10,Masculino,22,3094,3450,7.0,2,93,8,Neutral
2024-04-10,Femenino,49,6883,3451,8.7,1,84,2,Relajado
2024-01-19,Masculino,20,14816,2125,4.0,5,91,7,Estresado
2024-03-11,Femenino,62,13123,2243,6.0,5,96,1,Relajado
2024-06-02,Masculino,33,7826,2381,6.4,4,64,3,Relajado
2024-03-29,Masculino,63,6171,2075,6.8,2,84,5,Relajado
2024-06-09,Masculino,46,8044,2583,7.2,4,82,6,Estresado
2024-01-04,Masculino,46,4197,1947,4.9,2,64,7,Feliz
2024-01-29,Masculino,36,4731,3288,6.0,1,69,7,Relajado
2024-04-08,Masculino,61,3059,1933,8.7,2,77,4,Estresado
2024-05-25,Femenino,61,7610,2491,4.4,4,67,5,Feliz
2024-04-16,Femenino,20,12693,2058,4.9,3,97,7,Neutral
2024-01-24,Femenino,63,12087,3273,6.4,4,80,2,Relajado
2024-03-30,Femenino,50,9560,3004,4.9,1,82,4,Neutral
2024-04-28,Femenino,20,9136,3497,8.0,3,62,3,Relajado
2024-01-09,Masculino,56,6477,2687,5.4,4,67,7,Feliz
2024-02-03,Masculino,33,11144,2144,8.6,2,88,2,Feliz
2024-06-01,Femenino,56,9072,2743,6.8,3,60,1,Estresado
2024-05-09,Femenino,53,12433,3078,5.2,1,81,6,Feliz
2024-03-17,Masculino,40,9294,3480,4.1,2,85,5,Estresado
2024-02-02,Femenino,50,5047,3107,7.7,1,97,8,Relajado
2024-04-04,Femenino,50,14677,1870,7.4,5,76,9,Feliz
2024-02-10,Masculino,29,4132,3179,4.0,4,78,5,Estresado
2024-03-17,Femenino,51,7550,3440,8.0,2,61,1,Neutral
2024-06-06,Masculino,37,3662,3431,6.2,3,96,4,Neutral
2024-02-22,Masculino,23,4561,3045,6.9,1,99,8,Relajado
2024-04-07,Femenino,62,14444,2358,4.7,4,71,7,Estresado
2024-03-12,Masculino,35,9067,2422,8.2,3,77,7,Relajado
2024-01-16,Masculino,57,12380,2039,5.8,4,77,7,Feliz
2024-03-26,Femenino,39,3072,2679,4.5,5,91,4,Feliz
2024-04-23,Masculino,36,13461,2379,6.0,2,99,9,Feliz
2024-06-02,Masculino,43,11466,3262,8.1,5,66,7,Estresado
2024-03-10,Femenino,53,12192,1968,5.9,4,76,8,Feliz
2024-04-09,Femenino,43,4435,3378,7.1,1,84,2,Feliz
2024-01-26,Masculino,20,9064,2588,5.1,5,79,8,Relajado
2024-02-10,Masculino,45,11472,2979,8.3,4,80,7,Neutral
2024-05-22,Femenino,29,5819,1845,8.0,1,91,8,Relajado
2024-01-05,Masculino,46,11219,3228,6.9,3,83,4,Neutral
2024-06-23,Femenino,39,12958,2939,4.1,5,64,10,Estresado
2024-01-17,Femenino,49,10819,2488,4.1,4,84,8,Feliz
2024-01-06,Femenino,32,12973,3448,8.3,2,94,3,Neutral
2024-02-13,Masculino,46,3640,3116,4.9,4,85,7,Feliz
2024-05-26,Masculino,31,4295,3485,7.6,5,71,8,Neutral
2024-05-28,Femenino,29,7637,2955,5.5,3,71,7,Feliz
2024-04-29,Femenino,55,11766,2709,4.9,4,85,2,Feliz
2024-06-12,Masculino,57,3246,2921,7.3,4,90,9,Neutral
2024-06-28,Masculino,57,8493,2602,5.6,3,94,4,Neutral
2024-01-04,Masculino,59,14875,2514,7.5,5,95,5,Neutral
2024-06-27,Femenino,27,5250,2208,7.7,4,66,10,Relajado
2024-06-06,Masculino,53,8147,3216,5.0,4,94,9,Estresado
2024-06-02,Femenino,51,13422,2792,6.3,5,98,6,Estresado
2024-06-17,Masculino,18,8521,2358,6.2,3,98,2,Neutral
2024-02-11,Masculino,56,13821,2922,4.3,2,92,3,Feliz
2024-05-22,Masculino,37,6893,2116,6.2,1,72,3,Feliz
2024-01-24,Masculino,27,7969,3406,4.5,3,60,4,Neutral
2024-04-07,Masculino,27,6946,3251,8.3,2,78,7,Neutral
2024-02-12,Femenino,62,12108,2650,7.2,3,85,7,Feliz
2024-03-11,Masculino,44,12425,3282,4.8,4,93,8,Feliz
2024-03-28,Masculino,22,5810,2509,4.4,1,72,10,Neutral
2024-01-20,Femenino,38,13595,2545,8.2,5,81,3,Feliz
2024-04-25,Femenino,31,5607,2517,7.1,4,87,3,Relajado
2024-01-16,Femenino,42,7112,2317,5.9,3,83,4,Neutral
2024-03-03,Femenino,61,14233,2079,5.9,3,91,5,Estresado
2024-04-09,Femenino,58,9502,2554,5.8,5,73,9,Feliz
2024-01-04,Masculino,27,10868,3372,7.1,2,92,6,Feliz
2024-01-08,Masculino,32,11878,2304,4.3,5,62,9,Relajado
2024-03-01,Masculino,63,6867,3080,4.9,5,91,4,Feliz
2024-06-12,Femenino,62,4175,1992,4.4,5,79,8,Estresado
2024-03-18,Masculino,62,13355,2614,7.7,2,82,8,Feliz
2024-06-11,Masculino,56,9154,3298,5.3,3,97,8,Relajado
2024-02-24,Femenino,58,11325,1835,4.3,2,82,5,Relajado
2024-01-07,Masculino,22,13119,2102,7.0,2,93,5,Relajado
2024-01-18,Femenino,25,11726,2080,5.4,2,85,6,Relajado
2024-06-08,Femenino,55,8473,2242,5.0,1,89,4,Estresado
2024-03-18,Masculino,21,11712,2960,6.3,1,68,1,Feliz
2024-04-04,Femenino,36,10415,2524,5.9,4,79,3,Neutral
2024-05-30,Masculino,62,7401,3005,5.7,1,94,6,Neutral
2024-04-30,Masculino,60,10874,2168,5.9,4,99,6,Feliz
2024-03-06,Masculino,60,11110,3258,8.9,2,98,6,Feliz
2024-01-10,Masculino,35,5232,2818,7.5,5,79,3,Estresado
2024-03-04,Masculino,25,5120,2172,5.6,5,83,7,Feliz
2024-04-20,Femenino,59,10124,2928,8.8,4,88,3,Neutral
2024-01-12,Femenino,39,6268,2342,5.3,2,69,6,Neutral
2024-03-12,Masculino,42,7781,3215,6.5,1,71,8,Feliz
2024-05-09,Masculino,44,13220,3108,6.9,4,62,7,Estresado
2024-04-28,Femenino,40,12252,3228,5.5,2,60,2,Feliz
2024-02-27,Femenino,29,6329,2327,5.6,4,67,1,Neutral
2024-02-07,Femenino,64,7496,3387,7.4,5,83,7,Relajado
2024-04-05,Masculino,22,14800,3052,7.4,1,94,1,Feliz
2024-01-15,Femenino,48,11751,2830,7.8,4,74,3,Estresado
2024-01-01,Masculino,42,9434,2985,4.9,5,68,7,Neutral
2024-05-04,Masculino,41,8983,2759,8.6,4,61,5,Relajado
2024-04-18,Femenino,27,9360,2968,7.2,4,98,4,Relajado
2024-01-01,Femenino,21,3416,3280,5.1,2,73,7,Feliz
2024-04-24,Femenino,21,14015,3045,7.5,2,84,10,Neutral
2024-05-30,Femenino,47,5157,2070,8.7,3,85,4,Neutral
2024-02-10,Masculino,58,3279,2572,5.8,1,67,3,Estresado
2024-03-21,Femenino,24,7379,2019,8.2,4,67,8,Estresado
2024-05-18,Masculino,24,11198,2305,5.6,3,92,1,Estresado
2024-01-09,Masculino,29,5807,2748,7.5,5,85,1,Feliz
2024-04-04,Femenino,43,8292,2002,5.9,5,73,4,Relajado
2024-02-11,Femenino,22,8254,2566,5.3,5,65,1,Feliz
2024-04-25,Masculino,44,13706,3327,8.0,3,95,4,Neutral
2024-01-08,Masculino,64,4809,2586,5.6,1,62,4,Neutral
2024-02-07,Masculino,37,10734,3161,5.5,1,65,5,Feliz
2024-03-02,Femenino,53,6353,2990,6.0,5,66,3,Relajado
2024-02-11,Femenino,48,3448,3421,6.0,3,98,9,Relajado
2024-06-14,Masculino,33,4185,3105,6.2,3,85,2,Feliz
2024-01-08,Masculino,38,9614,1859,8.1,4,68,1,Estresado
2024-03-22,Masculino,41,7486,3141,6.8,1,64,10,Feliz
2024-01-16,Femenino,47,4308,2202,6.5,3,76,1,Relajado
2024-06-08,Femenino,54,11821,2513,4.7,1,74,7,Neutral
2024-03-02,Femenino,39,12481,2301,6.4,1,72,6,Feliz
2024-05-31,Masculino,50,3427,2986,6.3,1,90,1,Feliz
2024-03-23,Masculino,19,8204,2647,8.0,4,80,3,Neutral
2024-01-17,Masculino,25,14485,3175,4.1,1,85,8,Relajado
2024-04-25,Masculino,19,13402,2547,6.2,3,85,2,Neutral
2024-06-17,Femenino,59,3940,1862,4.9,2,79,2,Relajado
2024-01-22,Masculino,37,9400,3252,4.3,3,68,6,Estresado
2024-01-09,Femenino,40,12137,2486,8.0,2,68,10,Neutral
2024-05-05,Masculino,32,9581,3172,8.6,3,84,9,Feliz
2024-02-06,Masculino,53,9132,2585,7.3,3,67,10,Relajado
2024-04-21,Masculino,31,13983,3027,8.3,3,90,1,Relajado
2024-01-02,Femenino,24,12260,2324,4.2,5,70,8,Relajado
2024-06-25,Masculino,49,11046,2403,6.3,2,65,9,Neutral
2024-02-13,Femenino,21,5691,3123,8.8,5,67,3,Feliz
2024-01-04,Masculino,30,9478,2003,5.9,5,60,1,Relajado
2024-06-22,Femenino,42,5665,2881,5.8,1,66,3,Neutral
2024-03-03,Femenino,27,6103,2776,7.0,2,80,1,Relajado
2024-02-10,Femenino,57,14698,3418,4.1,3,92,3,Estresado
2024-01-03,Masculino,52,8105,2184,7.2,2,83,1,Relajado
2024-06-18,Masculino,46,11075,3281,7.0,3,95,7,Neutral
2024-04-26,Masculino,43,9570,3109,7.1,5,77,7,Feliz
2024-03-06,Femenino,50,7546,2679,8.5,2,90,2,Relajado
2024-02-05,Femenino,47,9838,2645,4.3,5,72,5,Feliz
2024-04-27,Masculino,20,11917,1931,6.9,3,89,10,Neutral
2024-06-20,Masculino,48,7961,3034,7.5,4,63,5,Estresado
2024-04-13,Femenino,39,12393,1841,6.6,4,82,8,Estresado
2024-05-12,Masculino,22,4989,2241,7.7,4,73,2,Neutral
2024-04-06,Femenino,35,14177,3403,8.8,4,89,4,Relajado
2024-03-24,Masculino,47,12153,1948,7.0,5,63,10,Estresado
2024-06-27,Femenino,22,13631,2358,7.3,2,91,2,Feliz
2024-04-06,Femenino,48,7799,2423,7.1,2,62,6,Relajado
2024-02-19,Masculino,59,13663,2585,7.8,3,92,9,Feliz
2024-03-02,Femenino,40,8327,2161,5.2,5,68,1,Neutral
2024-01-16,Femenino,25,8852,2737,6.1,4,64,9,Relajado
2024-05-04,Femenino,26,7848,2530,6.9,2,64,8,Relajado
2024-04-29,Masculino,52,8754,1975,5.3,1,70,6,Estresado
2024-01-07,Femenino,28,8784,2786,8.3,3,89,6,Estresado
2024-05-04,Femenino,50,11527,3269,5.5,4,72,4,Neutral
2024-05-01,Masculino,38,14409,2831,4.5,4,70,1,Neutral
2024-02-09,Femenino,23,12668,2131,4.5,4,78,7,Neutral
2024-02-24,Masculino,33,12557,2838,5.6,3,80,10,Neutral
2024-01-14,Femenino,58,10782,2465,4.6,2,70,5,Neutral
2024-04-13,Masculino,23,14180,2971,6.1,1,98,9,Relajado
2024-02-28,Femenino,28,8828,2963,7.4,4,95,8,Estresado
2024-02-22,Femenino,44,3195,2788,4.9,5,84,10,Neutral
2024-03-12,Masculino,39,8507,3301,5.1,2,95,5,Feliz
2024-01-13,Femenino,57,14861,2624,5.6,2,92,8,Feliz
2024-06-08,Masculino,60,5651,3048,7.0,5,80,10,Estresado
2024-02-22,Masculino,63,7686,2520,6.0,4,70,8,Feliz
2024-04-18,Masculino,51,12977,2954,4.2,3,65,7,Neutral
2024-01-11,Femenino,24,12500,2683,6.1,4,74,6,Estresado
2024-03-16,Masculino,25,3973,1871,4.7,5,81,1,Neutral
2024-05-15,Femenino,42,5028,2606,6.9,3,74,4,Feliz
2024-04-14,Femenino,34,9525,2710,5.5,3,64,4,Estresado
2024-05-10,Masculino,32,8402,2729,5.9,3,64,2,Relajado
2024-01-19,Femenino,56,5119,3064,7.1,4,73,10,Estresado
2024-06-01,Femenino,40,12685,2701,5.3,3,84,10,Feliz
2024-03-11,Femenino,23,10306,3380,8.9,3,61,8,Feliz
2024-03-01,Femenino,34,8936,3458,7.8,4,62,3,Estresado
2024-02-28,Masculino,39,12037,2801,7.5,4,91,9,Neutral
2024-02-23,Femenino,40,11525,2973,4.6,5,68,4,Relajado
2024-06-17,Masculino,53,4525,1957,6.1,3,94,5,Neutral
2024-01-02,Femenino,45,4829,2808,7.6,1,95,1,Feliz
2024-05-31,Masculino,30,12971,2929,6.2,2,60,6,Estresado
2024-01-06,Masculino,61,14184,2157,6.3,2,77,9,Neutral
2024-03-18,Femenino,26,13836,3396,8.5,3,98,7,Feliz
2024-01-03,Masculino,30,5887,3311,6.9,5,96,9,Feliz
2024-05-15,Masculino,33,5034,2812,7.6,2,91,10,Feliz
2024-05-21,Masculino,59,11441,2260,7.6,2,78,8,Feliz
2024-05-04,Masculino,55,10640,2417,6.1,3,89,7,Neutral
2024-02-03,Masculino,58,5706,2190,7.0,5,80,10,Relajado
2024-01-07,Femenino,36,13279,2047,4.4,2,95,10,Feliz
2024-01-06,Masculino,45,11776,2856,6.1,1,98,7,Neutral
2024-06-23,Femenino,47,8400,3298,4.5,1,67,6,Feliz
2024-04-15,Femenino,29,14624,3031,8.8,3,67,1,Neutral
2024-02-08,Masculino,33,4002,2861,7.5,5,95,5,Neutral
2024-04-24,Femenino,38,8514,3457,8.2,2,78,8,Neutral
2024-02-27,Femenino,32,7608,2064,7.7,1,75,7,Relajado
2024-04-04,Femenino,30,13722,2842,5.2,3,64,9,Estresado
2024-02-07,Masculino,36,6258,3474,6.7,5,94,1,Neutral
2024-01-01,Femenino,20,11405,3245,8.1,3,79,2,Estresado
2024-06-16,Femenino,32,3366,3114,6.4,2,81,9,Feliz
2024-04-16,Masculino,54,10772,2665,5.0,1,81,8,Relajado
2024-02-03,Masculino,18,8492,2952,6.7,5,82,10,Neutral
2024-04-25,Femenino,43,5786,3407,6.8,1,60,1,Feliz
2024-05-09,Masculino,24,10102,2007,8.0,4,78,10,Relajado
2024-01-11,Masculino,41,7355,2735,7.5,3,68,2,Feliz
2024-05-24,Femenino,38,10162,2154,6.7,1,79,3,Neutral
2024-06-26,Masculino,43,6735,2416,5.8,4,76,6,Estresado
2024-03-10,Masculino,27,11188,2144,4.7,3,64,1,Relajado
2024-01-02,Femenino,41,9069,3324,8.3,3,93,10,Relajado
2024-06-05,Masculino,37,8535,2245,6.3,3,74,4,Feliz
2024-01-01,Femenino,40,6388,2475,6.4,1,82,8,Relajado
2024-04-10,Masculino,33,8719,2732,8.6,5,93,3,Relajado
2024-02-18,Masculino,43,4812,2213,4.6,2,90,4,Estresado
2024-05-23,Femenino,53,12215,2013,4.2,3,84,8,Relajado
2024-04-08,Masculino,51,9437,2856,9.0,5,85,5,Estresado
2024-05-04,Femenino,58,12512,2999,8.0,4,71,6,Neutral
2024-03-15,Masculino,48,5185,2760,4.1,2,84,2,Estresado
2024-02-24,Masculino,43,12594,2548,4.5,2,92,8,Neutral
2024-06-01,Masculino,49,9749,1952,9.0,1,61,10,Relajado
2024-04-26,Femenino,42,7269,2732,5.9,3,95,6,Feliz
2024-06-11,Femenino,27,9900,2576,4.6,3,69,6,Estresado
2024-04-23,Femenino,59,10521,2563,6.8,5,72,3,Feliz
2024-01-02,Masculino,35,10380,2732,8.0,2,83,7,Estresado
2024-04-16,Masculino,22,10371,1901,8.6,2,85,1,Neutral
2024-04-26,Masculino,39,12364,3121,4.5,3,76,6,Estresado
2024-04-04,Masculino,57,7236,2468,4.9,5,90,2,Feliz
2024-06-23,Femenino,56,6486,2534,7.6,4,89,10,Estresado
2024-06-14,Masculino,59,13645,1923,6.5,3,68,6,Feliz
2024-03-27,Femenino,33,8129,3261,5.1,1,96,2,Relajado
2024-01-01,Femenino,57,4479,3122,6.7,3,75,4,Estresado
2024-06-10,Femenino,29,11946,3251,6.8,2,81,3,Estresado
2024-03-26,Femenino,40,10461,2959,7.4,5,66,8,Feliz
2024-01-14,Masculino,61,5759,2295,5.8,4,96,4,Feliz
2024-01-12,Masculino,59,8078,2073,4.1,2,74,10,Feliz
2024-04-24,Masculino,64,12203,1950,4.8,4,63,5,Feliz
2024-04-17,Masculino,18,8337,2595,7.5,1,99,9,Neutral
2024-01-12,Femenino,29,9630,3101,8.9,3,98,6,Feliz
2024-01-31,Femenino,26,11681,3017,7.4,2,99,10,Estresado
2024-01-31,Femenino,23,13592,3220,7.1,4,86,9,Neutral
2024-02-24,Femenino,48,11500,2092,4.5,1,82,5,Neutral
2024-06-13,Masculino,39,5234,2153,7.2,1,97,4,Estresado
2024-02-20,Femenino,63,6617,1921,4.3,5,94,7,Relajado
2024-06-18,Masculino,49,7992,2699,6.8,5,69,2,Neutral
2024-05-21,Femenino,48,5322,3063,7.3,4,72,1,Relajado
2024-01-30,Masculino,53,3666,2064,7.4,3,71,3,Relajado
2024-02-26,Femenino,64,5132,2802,8.5,3,69,10,Estresado
2024-01-03,Femenino,41,10942,1913,7.3,4,76,9,Neutral
2024-05-06,Masculino,60,3126,1850,4.6,4,90,8,Neutral
2024-01-18,Femenino,28,6053,2619,8.9,1,64,5,Neutral
2024-03-20,Masculino,63,10555,2233,4.4,1,74,10,Feliz
2024-05-18,Masculino,33,3348,1873,7.9,4,87,7,Feliz
2024-06-28,Femenino,36,13975,2911,4.5,5,96,3,Relajado
2024-02-09,Femenino,58,6949,2217,4.9,2,85,2,Feliz
2024-02-06,Femenino,20,5881,3416,4.6,1,79,2,Neutral
2024-05-21,Femenino,55,14706,2869,5.3,3,68,3,Feliz
2024-05-10,Femenino,35,11214,2520,8.2,2,65,3,Estresado
2024-06-22,Femenino,45,14081,1936,5.0,4,85,4,Neutral
2024-04-16,Femenino,27,4578,3019,5.6,4,68,5,Neutral
2024-04-23,Masculino,57,14793,3140,4.1,3,96,4,Neutral
2024-04-11,Masculino,47,13076,2894,5.6,5,97,8,Neutral
2024-01-27,Femenino,22,11387,3211,7.9,5,77,3,Relajado
2024-01-24,Femenino,53,14709,2303,4.2,1,64,8,Neutral
2024-04-01,Femenino,55,6538,2249,7.2,5,86,7,Relajado
2024-06-06,Femenino,33,7661,3223,5.5,2,90,1,Feliz
2024-02-26,Femenino,56,3881,2619,6.8,5,96,10,Estresado
2024-06-23,Femenino,60,11857,1851,6.8,1,81,8,Neutral
2024-01-04,Masculino,20,10907,3411,6.8,1,77,6,Estresado
2024-02-08,Femenino,18,9299,3229,6.9,2,86,8,Feliz
2024-04-03,Femenino,40,4284,2854,8.8,4,60,6,Relajado
2024-01-31,Femenino,62,8174,2070,4.2,2,93,6,Neutral
2024-01-26,Femenino,33,4898,2811,6.4,4,72,6,Relajado
2024-05-06,Masculino,35,8578,2097,5.5,3,79,10,Estresado
2024-05-04,Femenino,40,14801,2907,5.3,2,92,4,Neutral
2024-02-21,Femenino,20,14563,2441,8.7,5,74,3,Feliz
2024-04-29,Femenino,46,13492,2892,8.5,2,95,4,Estresado
2024-05-25,Femenino,58,5507,2166,4.2,5,99,4,Relajado
2024-02-06,Femenino,21,12866,1821,5.9,2,89,5,Estresado
2024-02-06,Femenino,26,8231,1814,6.2,4,96,7,Estresado
2024-01-02,Femenino,57,7893,2868,6.9,1,66,3,Relajado
2024-04-28,Masculino,30,10434,2496,6.0,3,69,5,Neutral
2024-04-12,Femenino,44,5402,2322,6.6,1,73,4,Estresado
2024-02-26,Masculino,38,14971,3245,7.1,4,73,5,Relajado
2024-05-20,Femenino,52,9116,2527,6.7,2,85,9,Neutral
2024-06-11,Masculino,18,4322,2374,8.0,2,89,7,Neutral
2024-06-02,Femenino,22,5607,2898,4.0,5,76,9,Relajado
2024-06-04,Masculino,38,9689,2163,6.4,2,78,1,Feliz
2024-03-27,Femenino,43,3349,2882,5.8,5,65,9,Estresado
2024-06-08,Masculino,32,5766,3035,5.2,1,82,8,Relajado
2024-02-14,Masculino,60,4795,2334,6.2,4,99,8,Neutral
2024-04-03,Masculino,61,8981,2111,8.8,1,64,5,Relajado
2024-02-23,Femenino,32,3410,2122,7.7,2,61,1,Relajado
2024-05-25,Femenino,47,5669,2174,4.3,3,64,7,Feliz
2024-06-09,Femenino,25,14702,3236,4.1,3,89,3,Feliz
2024-03-20,Masculino,33,13959,2350,8.4,5,96,5,Feliz
2024-02-21,Masculino,54,14426,2810,5.3,4,91,4,Relajado
2024-05-10,Femenino,58,4282,3427,4.6,4,71,8,Feliz
2024-04-07,Masculino,25,10352,2850,6.3,3,70,2,Neutral
2024-04-10,Femenino,58,8724,3046,4.7,1,84,10,Relajado
2024-05-30,Masculino,48,12022,3390,5.1,3,95,3,Neutral
2024-04-04,Masculino,53,14723,1993,5.7,5,94,10,Relajado
2024-05-16,Masculino,55,5398,3062,5.1,5,91,6,Neutral
2024-01-26,Femenino,63,10193,2817,8.6,4,93,10,Neutral
2024-03-11,Masculino,64,10405,2684,7.0,3,70,3,Feliz
2024-05-16,Masculino,33,3688,3154,4.8,4,67,10,Neutral
2024-02-21,Femenino,51,13644,2937,9.0,1,68,2,Feliz
2024-03-04,Masculino,54,9329,2702,6.6,5,78,7,Relajado
2024-02-02,Femenino,20,6194,3180,6.3,3,63,9,Relajado
2024-02-14,Masculino,34,14726,3371,5.9,3,85,2,Neutral
2024-03-22,Femenino,35,4747,3126,7.2,3,78,2,Feliz
2024-06-18,Masculino,41,4451,1920,4.9,1,66,2,Neutral
2024-01-07,Masculino,28,14281,3026,4.1,5,81,6,Relajado
2024-01-04,Femenino,59,4166,1836,7.1,1,80,2,Relajado
2024-01-16,Femenino,26,6125,2661,7.2,3,84,10,Estresado
2024-03-08,Femenino,31,10286,1901,6.1,4,74,2,Relajado
2024-01-11,Femenino,55,6461,3277,7.4,5,67,7,Estresado
2024-01-14,Femenino,52,12183,1826,7.6,3,67,9,Neutral
2024-01-25,Masculino,40,9070,2487,4.6,4,71,1,Feliz
2024-04-08,Masculino,28,5202,2156,4.1,2,70,3,Relajado
2024-04-07,Masculino,26,7483,3184,7.7,5,61,10,Neutral
2024-02-25,Femenino,34,7273,2252,8.0,2,99,8,Feliz
2024-06-19,Masculino,19,12308,2716,4.9,1,91,5,Estresado
2024-06-21,Femenino,26,3658,3259,8.9,4,71,2,Estresado
2024-03-12,Masculino,40,14703,1991,4.3,4,91,1,Relajado
2024-02-18,Femenino,53,5070,2438,4.1,3,83,9,Neutral
2024-01-14,Masculino,41,8233,2011,4.8,2,70,2,Estresado
2024-03-23,Masculino,52,4435,2321,6.1,5,65,6,Neutral
2024-04-20,Masculino,24,6594,2126,4.5,1,90,6,Feliz
2024-02-03,Femenino,46,13375,2509,8.0,4,77,6,Feliz
2024-03-20,Masculino,57,5880,2200,7.5,2,81,9,Neutral
2024-02-11,Masculino,47,7773,3364,4.8,3,93,9,Relajado
2024-06-02,Femenino,40,7470,3308,4.7,2,87,5,Feliz
2024-01-24,Masculino,60,13502,3417,4.6,2,62,2,Estresado
2024-05-26,Femenino,21,10553,3388,8.0,5,68,5,Relajado
2024-03-01,Masculino,58,5826,3187,8.4,5,94,3,Relajado
2024-01-11,Femenino,35,5690,3234,7.6,5,63,2,Feliz
2024-02-16,Masculino,53,11872,2550,5.2,1,73,7,Neutral
2024-02-06,Masculino,26,10728,3318,4.7,1,87,8,Feliz
2024-04-12,Femenino,34,6527,3172,6.7,1,77,8,Estresado
2024-01-24,Masculino,34,7033,2601,4.0,5,87,6,Estresado
2024-02-04,Masculino,30,9274,2968,7.3,1,60,7,Estresado
2024-06-18,Femenino,55,13812,2788,5.0,1,70,9,Relajado
2024-02-29,Femenino,55,8775,2973,6.2,5,72,4,Neutral
2024-02-21,Femenino,61,7591,2176,8.6,5,97,3,Relajado
2024-03-24,Femenino,52,11905,2761,5.3,3,70,5,Relajado
2024-02-14,Femenino,35,5345,2191,8.9,5,97,10,Feliz
2024-03-26,Masculino,25,4506,2683,4.8,1,80,6,Estresado
2024-06-02,Femenino,45,3322,3143,5.6,5,64,6,Feliz
2024-03-13,Femenino,57,13930,1946,8.3,2,98,9,Feliz
2024-03-23,Masculino,38,10322,3433,7.8,3,99,10,Feliz
2024-03-10,Femenino,34,11117,2533,5.6,2,62,9,Neutral
2024-04-09,Femenino,60,3811,3471,5.1,4,82,6,Relajado
2024-04-25,Masculino,25,3065,2773,8.0,3,99,2,Feliz
2024-02-27,Femenino,45,3858,2280,6.5,5,62,7,Relajado
2024-04-13,Femenino,35,4192,2957,6.5,4,88,9,Relajado
2024-02-04,Femenino,54,9618,2563,7.9,3,63,2,Estresado
2024-05-21,Femenino,37,8807,1990,7.6,2,77,2,Relajado
2024-06-24,Femenino,30,6170,2880,7.1,5,84,10,Estresado
2024-06-24,Femenino,26,3337,1841,5.3,2,94,6,Neutral
2024-05-17,Femenino,37,3027,2245,5.1,1,87,1,Estresado
2024-02-13,Femenino,26,4671,3477,4.3,1,86,9,Estresado
2024-03-26,Femenino,21,13321,2556,4.0,1,84,3,Neutral
